name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_measurement_type,radius_measurement_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
Kepler-403 b,Confirmed,,,,,,,0.112,0.02,0.02,7.031462,5.10E-05,5.10E-05,0.076,,,,,,,,,,2014,05-02-2021,,,,,,,2454967.452,0.00453,0.00453,,,,,,,,,,0.11,0.22,0.22,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19194115+4644404 b, K02732.01, KIC 9886361 b, KOI-2732 b, KOI-2732.01, WISE J191941.14+464440.3  b",,Kepler-403,289.921461,46.74456,,,11.83,11.575,11.537,860.93,16.72,16.72,-0.145,,,,,,1.33,0.24,0.24,,,,,6090,100,100,,,"2MASS J19194115+4644404, KIC 9886361, KOI-2732, WISE J191941.14+464440.3"
Kepler-403 c,Confirmed,,,,,,,0.156,0.029,0.029,54.280749,0.000562,0.000562,0.297,,,,,,,,,,2014,05-02-2021,,,,,,,2454973.717,0.00648,0.00648,,,,,,,,,,0.53,0.23,0.23,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19194115+4644404 c, K02732.03, KIC 9886361 c, KOI-2732 c, KOI-2732.03, WISE J191941.14+464440.3  c",,Kepler-403,289.921461,46.74456,,,11.83,11.575,11.537,860.93,16.72,16.72,-0.145,,,,,,1.33,0.24,0.24,,,,,6090,100,100,,,"2MASS J19194115+4644404, KIC 9886361, KOI-2732, WISE J191941.14+464440.3"
Kepler-403 d,Confirmed,,,,,,,0.127,0.017,0.027,13.61159129,8.29E-05,8.29E-05,,,,,,,,,,,2016,05-02-2021,,,,,,,2454977.172,0.00448,0.00448,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19194115+4644404 d, K02732.02, KIC 9886361 d, KOI-2732 d, KOI-2732.02, WISE J191941.14+464440.3 d",,Kepler-403,289.921461,46.74456,,,11.83,11.575,11.537,860.93,16.72,16.72,-0.145,,,,,,1.33,0.24,0.24,,,,,6090,100,100,,,"2MASS J19194115+4644404, KIC 9886361, KOI-2732, WISE J191941.14+464440.3"
Kepler-404 b,Confirmed,,,,,,,0.113,0.049,0.049,11.829851,0.000209,0.000209,0.102,,,,,,,,,,2014,05-02-2021,,,,,,,2454970.618,0.01179,0.01179,,,,,,,,,,0.56,0.38,0.38,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19053567+4520367 b, K02768.01, KIC 9008737 b, KOI-2768 b, KOI-2768.01, WISE J190535.65+452036.7  b",,Kepler-404,286.398631,45.343533,,,13.908,13.527,13.477,831.86,14.98,14.98,-0.009,,,,,,0.88,0.33,0.33,,,,,5654,200,200,,,"2MASS J19053567+4520367, KIC 9008737, KOI-2768, WISE J190535.65+452036.7"
Kepler-404 c,Confirmed,,,,,,,0.153,0.076,0.076,14.751166,0.000261,0.000261,0.118,,,,,,,,,,2014,05-02-2021,,,,,,,2454970.138,0.01059,0.01059,,,,,,,,,,0.85,0.31,0.31,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19053567+4520367 c, K02768.02, KIC 9008737 c, KOI-2768 c, KOI-2768.02, WISE J190535.65+452036.7  c",,Kepler-404,286.398631,45.343533,,,13.908,13.527,13.477,831.86,14.98,14.98,-0.009,,,,,,0.88,0.33,0.33,,,,,5654,200,200,,,"2MASS J19053567+4520367, KIC 9008737, KOI-2768, WISE J190535.65+452036.7"
Kepler-405 b,Confirmed,,,,,,,0.186,0.088,0.088,10.613839,0.000111,0.000111,0.095,,,,,,,,,,2014,05-02-2021,,,,,,,2455196.737,0.00454,0.00454,,,,,,,,,,0.45,0.21,0.21,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19253826+3820240 b, K03057.02, KIC 3234843 b, KOI-3057 b, KOI-3057.02, WISE J192538.28+382024.1  b",,Kepler-405,291.409458,38.34003,,,14.543,14.172,14.056,1096.92,43.86,43.86,-0.131,,,,,,0.89,0.42,0.42,,,,,5818,250,250,,,"2MASS J19253826+3820240, KIC 3234843, KOI-3057, WISE J192538.28+382024.1"
Kepler-405 c,Confirmed,,,,,,,0.416,2.378,2.378,29.726682,0.011477,0.011477,0.188,,,,,,,,,,2014,05-02-2021,,,,,,,2456560.204,0.40097,0.40097,,,,,,,,,,0.88,0.39,0.39,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19253826+3820240 c, K03057.01, KIC 3234843 c, KOI-3057 c, KOI-3057.01, WISE J192538.28+382024.1  c",,Kepler-405,291.409458,38.34003,,,14.543,14.172,14.056,1096.92,43.86,43.86,-0.131,,,,,,0.89,0.42,0.42,,,,,5818,250,250,,,"2MASS J19253826+3820240, KIC 3234843, KOI-3057, WISE J192538.28+382024.1"
Kepler-406 b,Confirmed,0.02,0.004,0.004,0.02,0.0044,0.0044,0.128,0.003,0.003,2.42629,,,,,,,,,,,,,2014,05-02-2021,,,,,,,2455003.457,,,,,,,,,,,,0.1,0.06,0.06,,,,2.89,0.6,0.6,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J19272353+4458056 b, K00321.01, KIC 8753657 b, KOI-321 b, KOI-321.01, WISE J192723.55+445805.7  b",,Kepler-406,291.848044,44.968224,12.52,12.312,11.34,11.035,10.97,367.86,3.42,3.42,0.18,0.07,0.07,1.07,0.06,0.06,1.07,0.02,0.02,,5.84,,,5538,75,75,,,"KIC 8753657, KOI-321, 2MASS J19272353+4458056, WISE J192723.55+445805.7"
Kepler-406 c,Confirmed,0.009,0.006,0.006,0.00853,0.0057,0.0057,0.076,0.003,0.003,4.62332,,,,,,,,,,,,,2014,05-02-2021,,,,,,,2454965.374,,,,,,,,,,,,0.36,0.06,0.06,,,,1,0.6,0.6,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J19272353+4458056 c, K00321.02, KIC 8753657 c, KOI-321 c, KOI-321.02, WISE J192723.55+445805.7  c",,Kepler-406,291.848044,44.968224,12.52,12.312,11.34,11.035,10.97,367.86,3.42,3.42,0.18,0.07,0.07,1.07,0.06,0.06,1.07,0.02,0.02,,5.84,,,5538,75,75,,,"KIC 8753657, KOI-321, 2MASS J19272353+4458056, WISE J192723.55+445805.7"
Kepler-407 Ab,Confirmed,0.005251,0.002586,0.002586,,,,0.10358,0.00348,0.00348,0.669310092,5.87E-07,5.87E-07,0.0153,,,0,,,87.19,,,,2014,02-08-2024,,,,,,,2454967.132,,,,,,,,,,,,0.157,0.157,0.272,,,,,,,1983,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"KOI-1442 b, KOI-1442.01, K01442.01, KIC 11600889 b, WISE J190408.71+493652.2 b, 2MASS J19040872+4936522 b",,Kepler-407 A,286.036347,49.614506,,,11.332,10.983,10.91,341.69,2.54,2.54,0.33,0.07,0.07,0.96,0.096,0.151,1.057,0.06,0.0347,G6V,7.47,,,5476,75,75,,,"KOI-1442, WISE J190408.71+493652.2, 2MASS J19040872+4936522, KIC 11600889"
Kepler-407 Ac,Confirmed,,0.0493,0.0493,11.089,0.0493,0.0493,,,,2091.7494,4.931925,4.931925,3.27,,,0.221,0.0003,0.0003,,,,,2014,02-08-2024,,,,,,,,,,,,,,,,,,,,,,,,,173.0695,0.77,0.77,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"KOI-1442 c, KOI-1442.10, K01442.10, KIC 11600889 c, 2MASS J19040872+4936522 c, WISE J190408.71+493652.2 c",,Kepler-407 A,286.036347,49.614506,,,11.332,10.983,10.91,341.69,2.54,2.54,0.33,0.07,0.07,0.96,0.096,0.151,1.057,0.06,0.0347,G6V,7.47,,,5476,75,75,,,"KOI-1442, WISE J190408.71+493652.2, 2MASS J19040872+4936522, KIC 11600889"
Kepler-408 b,Confirmed,0.01573,,,0.02,,,0.073,0.0003,0.0003,2.46502,,,,,,,,,,,,,2014,05-02-2021,,,,,,,2454965.679,,,2454965.679,,,,,,42,4,5,0.92,0.01,0.01,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"KOI-1612.01, 2MASS J18590868+4825236 b, K01612.01, KIC 10963065 b, KOI-1925 b, WISE J185908.69+482523.7  b",,Kepler-408,284.786175,48.423233,9,,7.784,7.539,,89.01,0.26,0.26,-0.2,0.1,0.1,1.08,0.07,0.07,1.23,0.03,0.03,,6.68,,,6104,74,74,,,"KOI-1612, 2MASS J18590868+4825236, KIC 10963065, WISE J185908.69+482523.7"
Kepler-409 b,Confirmed,0.06922,0.0692,0,0.0692,,,0.106,0.003,0.003,68.9584,,,,,,,,,,,,,2014,23-01-2023,,,,,,,2455012.082,,,2455012.082,,,,,,,,,0.9,0.01,0.01,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J19344300+4651099 b, K01925.01, KIC 9955598 b, KOI-1925.01, WISE J193443.00+465109.9  b",,Kepler-409,293.67919,46.852764,9.439,9.211,8.2,7.838,7.768,68.31,0.1,0.1,0.08,0.1,0.1,0.92,0.06,0.06,0.89,0.02,0.02,,6.8,0.5,0.4,5460,75,75,,,"KOI-1925, KIC 9955598, 2MASS J19344300+4651099, WISE J193443.00+465109.9"
Kepler-40 b,Confirmed,2.2,0.4,0.4,,,,1.17,0.04,0.04,6.87349,0.00064,0.00064,0.08,0.003,0.003,0,,,89.7,0.1,0.1,3.00E-05,2010,05-02-2021,,,,,,,2455005.52,0.0024,0.0024,2455005.52,0.0024,0.0024,,,,,,,0.045,0.037,0.011,,,,179,21,21,1620,30,30,,,,,,,Published in a refereed paper,Primary Transit,,,"KOI-428 b, 2MASS J19471528+4731357 b, K00428.01, KIC 10418224 b, KOI-428.01, WISE J194715.29+473135.5  b",,Kepler-40,296.81369,47.526608,14.76,,13.536,13.294,,2700,200,200,0.1,0.1,0.1,1.48,0.06,0.06,2.13,0.06,0.06,F5 IV,2.8,0.3,0.3,6510,100,100,,,"2MASS J19471528+4731357, KIC 10418224, KOI-428, WISE J194715.29+473135.5"
Kepler-410 Ab,Confirmed,,,,,,,0.253,0.005,0.005,17.833648,5.40E-05,5.40E-05,0.1226,0.0047,0.0047,0.17,0.32,0.32,87.72,0.15,0.15,,2013,02-08-2024,270,60,60,,,,,,,2455014.222,0.00058,0.00058,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"GSC 03540-00760 b, HD 175289 b, KIC 8866102 b, KOI-42 b, KOI-42.01, SAO 47882 b, TYC 3540-760-1 b, WISE J185236.23+450824.2  b, Kepler-410 b, TOI-4589.01, BD+44 3008 b",,Kepler-410 A,283.150698,45.139832,9.5,,8.417,8.191,,132,6.9,6.9,0.01,0.1,0.1,1.21,0.03,0.03,1.35,0.01,0.01,F8V,2.76,0.54,0.54,6273,140,140,,,"BD+44 3008, GSC 03540-00760, HD 175289, KIC 8866102, KOI-42, SAO 47882, TYC 3540-760-1, WISE J185236.23+450824.2, TOI-4589"
Kepler-411 Ab,Confirmed,0.0805,0.0082,0.0082,,,,0.16647,0.00544,0.00544,3.005156,2.00E-06,2.00E-06,0.03831,0.0008,0.0008,0.146,0.004,0.005,87.4,0.1,0.1,,2013,03-08-2024,41.5,3.1,3.8,,,,2455135.387,0.0003,0.0003,,,,,,,,,,0.574,0.015,0.012,,,,,,,1138,17,17,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"TOI-4593 b, TOI-4593.02, KOI-1781 b, KOI-1781.02, K01781.02, WISE J191025.33+493124.4 b, KIC 11551692 b, 2MASS J19102533+4931237 b",,Kepler-411 A,287.605582,49.523262,12.5,,10.641,10.161,,153.676,0.453,0.455,0.11,0.1,0.1,0.87,0.04,0.04,0.82,0.02,0.02,K2V,0.212,0.031,0.031,4837,127,150,,,"KOI-1781, TOI-4593, KIC 11551692, 2MASS J19102533+4931237, WISE J191025.33+493124.4"
Kepler-411 Ac,Confirmed,0.0831,0.0186,0.0186,,,,0.28888,0.00964,0.00964,7.834435,2.00E-06,2.00E-06,0.07258,,,0.108,0.004,0.003,88.61,0.04,0.04,,2016,03-08-2024,103,1.7,1.6,,,,2454968.222,0.0002,0.0002,,,,,,,,,,0.62,0.009,0.007,,,,,,,838,10,10,,,,,,,Announced on a website,Primary Transit,Radial Velocity,Primary Transit,"TOI-4593 c, TOI-4593.01, KOI-1781 c, KOI-1781.01, K01781.01, KIC 11551692 c, 2MASS J19102533+4931237 c, WISE J191025.33+493124.4 c",,Kepler-411 A,287.605582,49.523262,12.5,,10.641,10.161,,153.676,0.453,0.455,0.11,0.1,0.1,0.87,0.04,0.04,0.82,0.02,0.02,K2V,0.212,0.031,0.031,4837,127,150,,,"KOI-1781, TOI-4593, KIC 11551692, 2MASS J19102533+4931237, WISE J191025.33+493124.4"
Kepler-411 Ad,Confirmed,0.04782,0.01605,0.01605,,,,0.30119,0.01079,0.01079,58.02035,0.00056,0.00056,0.2757,0.004,0.004,0.128,0.003,0.003,89.43,0.02,0.02,,2018,03-08-2024,30.5,1.1,1.1,,,,2454984.848,0.0061,0.0061,2454984.848,0.0061,0.0061,,,,,,,0.7193,0.012,0.014,,,,,,,410,10,10,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,"Kepler-411 d, WISE J191025.33+493124.4 d, KOI-1781 d, KOI-1781.03, K01781.03, KIC 11551692 d, 2MASS J19102533+4931237 d",,Kepler-411 A,287.605582,49.523262,12.5,,10.641,10.161,,153.676,0.453,0.455,0.11,0.1,0.1,0.87,0.04,0.04,0.82,0.02,0.02,K2V,0.212,0.031,0.031,4837,127,150,,,"KOI-1781, TOI-4593, KIC 11551692, 2MASS J19102533+4931237, WISE J191025.33+493124.4"
Kepler-411 Ae,Confirmed,0.03398,0.00346,0.00346,,,,,,,31.509728,8.50E-05,8.50E-05,0.186,0.003,0.003,0.016,0.001,0.002,88.04,0.02,0.02,,2018,03-08-2024,-103.3,1.5,1.5,,,,,,,,,,,,,,,,1.688,0.006,0.006,,,,,,,503,9,9,,,,,,,Published in a refereed paper,TTV,TTV,,"WISE J191025.33+493124.4 e, Kepler-411 e, KOI-1781 e, KIC 11551692 e, 2MASS J19102533+4931237 e",,Kepler-411 A,287.605582,49.523262,12.5,,10.641,10.161,,153.676,0.453,0.455,0.11,0.1,0.1,0.87,0.04,0.04,0.82,0.02,0.02,K2V,0.212,0.031,0.031,4837,127,150,,,"KOI-1781, TOI-4593, KIC 11551692, 2MASS J19102533+4931237, WISE J191025.33+493124.4"
Kepler-412 b,Confirmed,0.941,0.019,0.125,,,,1.341,0.046,0.044,1.7208604,3.00E-07,3.00E-07,0.02897,0.00092,0.00093,0.0038,0.0032,0.0087,80.559,0.079,0.084,,2014,05-02-2021,125,150,49,,,,2454966.021,2.00E-05,2.00E-05,2454966.021,2.30E-05,2.30E-05,,,,,,,0.7942,0.0032,0.0028,,,,142,11,11,1850,30,30,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19042647+4340514 b, K00202.01, KIC 7877496 b, KOI-202 b, KOI-202.01, WISE J190426.48+434051.6  b",,Kepler-412,286.110327,43.680958,13.73,,13.19,12.932,,1121.32,20.26,20.26,0.27,0.12,0.12,1.17,0.09,0.09,1.29,0.04,0.04,G3 V,5.1,1.7,1.7,5750,90,90,,,"2MASS J19042647+4340514, KIC 7877496, KOI-202, WISE J190426.48+434051.6"
Kepler-413 (AB)b,Confirmed,0.211,0.066,0.066,,,,0.3881,0.009,0.009,66.262,,,0.3553,,,0.1181,,,89.929,,,,2013,12-08-2024,94.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-413 (AB),288.5125,51.1625,,,,,,,,,,,,1.3623,,,0.7761,,,,,,,4700,,,,,
Kepler-414 b,Confirmed,0.011,0.009,0.011,,,,0.153,0.012,0.028,4.7,,,,,,,,,,,,,2014,05-02-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,TTV,TTV,Primary Transit,"2MASS J19515077+4814397 b, K00341.02, KIC 10878263 b, KOI-341 b, KOI-341.02",,Kepler-414,297.961566,48.244362,,,12.087,11.75,11.7,418.44,,,0.05,0.102,0.102,0.89,0.039,0.038,0.95,0.036,0.038,,5.5,3.28,3.6,5567,111,111,,,"Kepler-414, 2MASS J19515077+4814397, KIC 10878263, KOI-341, WISE J195150.77+481439.6"
Kepler-414 c,Confirmed,0.094,0.033,0.039,,,,0.269,0.022,0.048,7.171,,,,,,,,,,,,,2014,05-02-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,TTV,TTV,Primary Transit,"2MASS J19515077+4814397 c, K00341.01, KIC 10878263 c, KOI-341 c, KOI-341.01",,Kepler-414,297.961566,48.244362,,,12.087,11.75,11.7,418.44,,,0.05,0.102,0.102,0.89,0.039,0.038,0.95,0.036,0.038,,5.5,3.28,3.6,5567,111,111,,,"Kepler-414, 2MASS J19515077+4814397, KIC 10878263, KOI-341, WISE J195150.77+481439.6"
Kepler-415 b,Confirmed,0.377,0.275,0.321,,,,0.108,0.009,0.012,4.176,,,,,,,,,,,,,2014,05-02-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,TTV,TTV,Primary Transit,"2MASS J19351306+3838208 b, K01194.03, KIC 3554031 b, KOI-1194 b, KOI-1194.03",,Kepler-415,293.804434,38.639131,,,14.091,13.434,,538.39,,,,,,0.67,,,0.64,,,,,,,,,,,,"2MASS J19351306+3838208, KIC 355403, Kepler-415, KIC 3554031, KOI-1194"
Kepler-415 c,Confirmed,,,,,,,0.2507,0.0116,0.0152,8.708,,,,,,,,,,,,,2014,30-03-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,TTV,,Primary Transit,"2MASS J19351306+3838208 c, K01194.01, KIC 3554031 c, KOI-1194 c, KOI-1194.01",,Kepler-415,293.804434,38.639131,,,14.091,13.434,,538.39,,,,,,0.67,,,0.64,,,,,,,,,,,,"2MASS J19351306+3838208, KIC 355403, Kepler-415, KIC 3554031, KOI-1194"
Kepler-416 b,Confirmed,0.183,0.124,0.168,,,,0.221,0.029,0.088,6.319,,,,,,,,,,,,,2014,05-02-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,TTV,TTV,Primary Transit,"2MASS J19261367+3913382 b, K01860.01, KIC 4157325 b, KOI-1860 b, KOI-1860.01",,Kepler-416,291.556965,39.227287,,,12.874,12.576,,704.76,,,,,,1,,,1.07,,,,,,,,,,,,"2MASS J19261367+3913382, KIC 4157325, Keler-416, KOI-1860"
Kepler-416 c,Confirmed,,,,,,,0.2186,0.0143,0.0232,12.209,,,,,,,,,,,,,2014,05-02-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,TTV,,,"2MASS J19261367+3913382 c, K01860.02, KIC 4157325 c, KOI-1860 c, KOI-1860.02",,Kepler-416,291.556965,39.227287,,,12.874,12.576,,704.76,,,,,,1,,,1.07,,,,,,,,,,,,"2MASS J19261367+3913382, KIC 4157325, Keler-416, KOI-1860"
Kepler-417 b,Confirmed,0.035,0.025,0.029,,,,0.206,0.015,0.077,12.331,,,,,,,,,,,,,2014,05-02-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,TTV,TTV,Primary Transit,"2MASS J19351783+4246469 b, K02113.02, KIC 7207061 b, KOI-2113 b, KOI-2113.02",,Kepler-417,293.824314,42.779705,,,14.426,13.958,13.9,999.47,,,,,,0.9,,,0.81,,,,,,,,,,,,"Kepler-417, 2MASS J19351783+4246469, KIC 7207061, KOI-2113, WISE J193517.82+424646.7"
Kepler-417 c,Confirmed,,,,,,,0.24,0.0125,0.017,15.943,,,,,,,,,,,,,2014,05-02-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,TTV,,,"2MASS J19351783+4246469 c, K02113.01, KIC 7207061 c, KOI-2113 c, KOI-2113.01",,Kepler-417,293.824314,42.779705,,,14.426,13.958,13.9,999.47,,,,,,0.9,,,0.81,,,,,,,,,,,,"Kepler-417, 2MASS J19351783+4246469, KIC 7207061, KOI-2113, WISE J193517.82+424646.7"
Kepler-418 b,Confirmed,1.1,0,1.1,,,,1.2,0.16,0.16,86.67856,7.00E-05,7.00E-05,,,,0.2,0.11,0.11,89.952,0.041,0.041,,2014,05-02-2021,4.35,0.41,0.41,,,,2455008.598,0.00066,0.00066,2455008.598,0.00066,0.00066,,,,,,,0.23,,,,,,50,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19374404+3821196 b, K01089.01, KIC 3247268 b, KOI-1089 b, KOI-1089.01",,Kepler-418,294.433512,38.35545,15,,13.493,13.243,,1002.53,19.718,20.52,0.01,0.098,0.095,0.98,0.08,0.08,1.09,0.14,0.14,G1V,4.47,2.34,2.08,5895,122,122,,,"2MASS J19374404+3821196, KIC 3247268, KOI-1089, WISE J193744.04+382119.7"
Kepler-418 c,Confirmed,,,,,,,0.46579,,,12.21829987,,,0.1024,,,0,,,88.15,,,,2017,09-06-2024,,,,,,,,,,2454973.321,0.000745,0.000745,,,,,,,0.778,0.556,0.027,,,,,,,835,,,,,,,,,Announced on a website,Primary Transit,,Primary Transit,KOI-1089 c,,Kepler-418,294.433512,38.35545,15,,13.493,13.243,,1002.53,19.718,20.52,0.01,0.098,0.095,0.98,0.08,0.08,1.09,0.14,0.14,G1V,4.47,2.34,2.08,5895,122,122,,,"2MASS J19374404+3821196, KIC 3247268, KOI-1089, WISE J193744.04+382119.7"
Kepler-419 b,Confirmed,2.5,0.3,0.3,,,,0.96,0.12,0.12,69.7546,0.0009,0.0007,0.37,0.006,0.007,0.833,0.013,0.013,88.95,0.17,0.14,,2014,05-02-2021,95.2,1.2,1,,,,,,,2454959.332,0.00054,0.00054,,,,,,,,,,,,,186,12,12,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"KOI-1474 b, 2MASS J19414029+5111051 b, K01474.01, KIC 12365184 b, KOI-1474.01, WISE J194140.29+511105.1 b",,Kepler-419,295.417899,51.184765,14,,12.088,11.899,,1041.31,26.1,26.1,0.176,0.07,0.07,1.39,0.07,0.08,1.74,0.07,0.07,,2.8,1.3,1.3,6430,79,79,,,"KOI-1474, 2MASS J19414029+5111051, KIC 12365184, WISE J194140.29+511105.1"
Kepler-419 c,Confirmed,7.3,0.4,0.4,,,,,,,675.47,0.11,0.11,1.68,0.18,0.18,0.184,0.002,0.002,88,2,3,,2014,05-02-2021,275.3,1,1.2,,,,,,,,,,,,,,,,,,,,,,140,15,15,,,,,,,,,,Published in a refereed paper,TTV,Radial Velocity,,"KOI-1474 c, 2MASS J19414029+5111051 c, KIC 12365184 c",,Kepler-419,295.417899,51.184765,14,,12.088,11.899,,1041.31,26.1,26.1,0.176,0.07,0.07,1.39,0.07,0.08,1.74,0.07,0.07,,2.8,1.3,1.3,6430,79,79,,,"KOI-1474, 2MASS J19414029+5111051, KIC 12365184, WISE J194140.29+511105.1"
Kepler-41 b,Confirmed,0.56,0.08,0.08,,,,1.29,0.02,0.02,1.8555582,5.20E-07,5.20E-07,0.03101,0.0004,0.0004,0,,,82.51,0.09,0.09,4.00E-05,2011,05-02-2021,,,,,,,2455187.28,5.10E-05,5.10E-05,2454970.18,0.0003,0.0003,,,,,,,0.672,0.005,0.005,,,,84,11,11,1790,31,31,,,,,,,Published in a refereed paper,Primary Transit,,,"KOI-196 b, 2MASS J19380317+4558539 b, K00196.01, KIC 9410930 b, KOI-196.01, WISE J193803.17+455853.9  b",,Kepler-41,294.513229,45.981644,14.5,,13.262,12.938,,1128.11,28.52,28.52,0.38,0.11,0.11,1.15,0.04,0.04,1.29,0.02,0.02,G2 V,4.4,-1.1,1.3,5750,100,100,,,"2MASS J19380317+4558539, KIC 9410930, KOI-196, WISE J193803.17+455853.9"
Kepler-420 Ab,Confirmed,1.45,0.35,0.35,,,,0.94,0.12,0.12,86.647661,3.40E-05,3.40E-05,0.382,0.006,0.006,0.772,0.045,0.045,89.66,0.24,0.38,,2014,28-07-2024,141.3,17,17,,,,2455006.795,0.0003,0.0003,2455006.795,0.0004,0.0004,,,,74,32,46,,,,,,,,,,511,,,,,,,,,Published in a refereed paper,Primary Transit,,,"KOI-1257 b, 2MASS J19245404+4455385 b, K01257.01, KIC 8751933 b, KOI-1257.01, WISE J192454.01+445538.5 b, KOI-1257 Ab, TIC 159647910 b",,Kepler-420 A,291.22518,44.927383,,,13.222,12.827,,900,110,110,0.27,0.09,0.09,0.99,0.05,0.05,1.13,0.14,0.14,G5V,9.3,3,3,5520,80,80,,,"2MASS J19245404+4455385, KIC 8751933, KOI-1257 A, WISE J192454.01+445538.5, KOI-1257, TIC 159647910"
Kepler-421 Ab,Confirmed,,,,,,,0.371,0.014,0.017,704.1984,0.0016,0.0016,1.219,0.089,0.089,0.041,0.034,0.095,89.965,0.031,0.024,,2014,31-07-2024,160,120,150,,,,2455325.767,0.0012,0.0012,,,,,,,,,,0.21,0.14,0.17,,,,,,,185,5,9,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,"WISE J185301.62+450515.7 b, KOI-1274 bb, KOI-1274.01 b, K01274.01b, KIC 8800954 bb, 2MASS J18530163+4505159 bb",,Kepler-421 A,283.256822,45.087776,13.61,,12.009,11.619,11.53,348.558,2.015,2.039,-0.271,0.136,0.136,0.902,0.0768,0.142,0.8117,0.045,0.046,G9/K0V,4,0.8,0.8,5265.34,126.61,113.35,,,"KOI-1274, WISE J185301.62+450515.7, KIC 8800954, 2MASS J18530163+4505159"
